batter_id,batter_name,year,team,avg,G,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HBP,SO,GDP,SLG,OBP,E,height/weight,year_born,position,career,starting_salary,OPS,lag_1_avg,lag_2_avg,lag_3_avg,lag_1_G,lag_2_G,lag_3_G,lag_1_AB,lag_2_AB,lag_3_AB,lag_1_R,lag_2_R,lag_3_R,lag_1_H,lag_2_H,lag_3_H,lag_1_2B,lag_2_2B,lag_3_2B,lag_1_3B,lag_2_3B,lag_3_3B,lag_1_HR,lag_2_HR,lag_3_HR,lag_1_TB,lag_2_TB,lag_3_TB,lag_1_RBI,lag_2_RBI,lag_3_RBI,lag_1_SB,lag_2_SB,lag_3_SB,lag_1_CS,lag_2_CS,lag_3_CS,lag_1_BB,lag_2_BB,lag_3_BB,lag_1_HBP,lag_2_HBP,lag_3_HBP,lag_1_SO,lag_2_SO,lag_3_SO,lag_1_GDP,lag_2_GDP,lag_3_GDP,lag_1_SLG,lag_2_SLG,lag_3_SLG,lag_1_OBP,lag_2_OBP,lag_3_OBP,lag_1_E,lag_2_E,lag_3_E,1B,1b_luck,2b_luck,3b_luck,lag_1_1b_luck,lag_2_1b_luck,lag_3_1b_luck,lag_1_2b_luck,lag_2_2b_luck,lag_3_2b_luck,lag_1_3b_luck,lag_2_3b_luck,lag_3_3b_luck
239,이해창,2016,KT,0.203,88,231,16,47,10,0,6,75,22,1,1,9,3,65,7,0.325,0.24,8,184cm/85kg,1987년 05월 11일,포수(우투우타),강남초-이수중-경기고-한양대-넥센,4000만원,0.565,0.0,,,5.0,,,3.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,2.0,,,0.0,,,0.0,,,0.25,,,0.0,,,31,0.19375,0.0625,0.0,0.0,,,0.0,,,0.0,,
239,이해창,2017,KT,0.272,114,254,33,69,11,0,11,113,44,1,4,19,1,50,5,0.445,0.322,6,184cm/85kg,1987년 05월 11일,포수(우투우타),강남초-이수중-경기고-한양대-넥센,4000만원,0.767,0.203,0.0,,88.0,5.0,,231.0,3.0,,16.0,0.0,,47.0,0.0,,10.0,0.0,,0.0,0.0,,6.0,0.0,,75.0,0.0,,22.0,0.0,,1.0,0.0,,1.0,0.0,,9.0,0.0,,3.0,1.0,,65.0,2.0,,7.0,0.0,,0.325,0.0,,0.24,0.25,,8.0,0.0,,47,0.24352331606217617,0.05699481865284974,0.0,0.19375,0.0,,0.0625,0.0,,0.0,0.0,
239,이해창,2018,KT,0.21600000000000005,83,162,19,35,4,0,8,63,24,0,3,8,3,49,3,0.389,0.266,2,184cm/85kg,1987년 05월 11일,포수(우투우타),강남초-이수중-경기고-한양대-넥센,4000만원,0.655,0.272,0.203,0.0,114.0,88.0,5.0,254.0,231.0,3.0,33.0,16.0,0.0,69.0,47.0,0.0,11.0,10.0,0.0,0.0,0.0,0.0,11.0,6.0,0.0,113.0,75.0,0.0,44.0,22.0,0.0,1.0,1.0,0.0,4.0,1.0,0.0,19.0,9.0,0.0,1.0,3.0,1.0,50.0,65.0,2.0,5.0,7.0,0.0,0.445,0.325,0.0,0.322,0.24,0.25,6.0,8.0,0.0,23,0.21904761904761905,0.0380952380952381,0.0,0.24352331606217617,0.19375,0.0,0.05699481865284974,0.0625,0.0,0.0,0.0,0.0
240,이현곤,2002,KIA,0.257,52,113,11,29,7,1,3,47,12,3,0,8,1,25,4,0.415929203539823,0.3114754098360656,7,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.7274046133758886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,0.21176470588235294,0.08235294117647059,0.011764705882352941,,,,,,,,,
240,이현곤,2003,KIA,0.263,129,350,42,92,15,0,5,122,43,8,4,25,3,41,3,0.3485714285714286,0.31746031746031744,4,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.666031746031746,0.257,,,52.0,,,113.0,,,11.0,,,29.0,,,7.0,,,1.0,,,3.0,,,47.0,,,12.0,,,3.0,,,0.0,,,8.0,,,1.0,,,25.0,,,4.0,,,0.415929203539823,,,0.3114754098360656,,,7.0,,,72,0.23684210526315788,0.049342105263157895,0.0,0.21176470588235294,,,0.08235294117647059,,,0.011764705882352941,,
240,이현곤,2004,KIA,0.276,68,116,17,32,9,0,1,44,10,3,0,11,5,14,5,0.3793103448275862,0.3636363636363637,10,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.7429467084639498,0.263,0.257,,129.0,52.0,,350.0,113.0,,42.0,11.0,,92.0,29.0,,15.0,7.0,,0.0,1.0,,5.0,3.0,,122.0,47.0,,43.0,12.0,,8.0,3.0,,4.0,0.0,,25.0,8.0,,3.0,1.0,,41.0,25.0,,3.0,4.0,,0.3485714285714286,0.415929203539823,,0.31746031746031744,0.3114754098360656,,4.0,7.0,,22,0.21782178217821782,0.0891089108910891,0.0,0.23684210526315788,0.21176470588235294,,0.049342105263157895,0.08235294117647059,,0.0,0.011764705882352941,
240,이현곤,2006,KIA,0.243,77,247,27,60,14,1,5,91,27,2,5,12,2,39,8,0.3684210526315789,0.2835249042145594,7,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.6519459568461383,,0.276,0.263,,68.0,129.0,,116.0,350.0,,17.0,42.0,,32.0,92.0,,9.0,15.0,,0.0,0.0,,1.0,5.0,,44.0,122.0,,10.0,43.0,,3.0,8.0,,0.0,4.0,,11.0,25.0,,5.0,3.0,,14.0,41.0,,5.0,3.0,,0.3793103448275862,0.3485714285714286,,0.3636363636363637,0.31746031746031744,,10.0,4.0,40,0.19704433497536947,0.06896551724137931,0.0049261083743842365,,0.21782178217821782,0.23684210526315788,,0.0891089108910891,0.049342105263157895,,0.0,0.0
240,이현곤,2007,KIA,0.33799999999999997,126,453,63,153,31,0,2,190,48,4,2,43,3,61,11,0.4194260485651214,0.3987975951903808,16,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.8182236437555022,0.243,,0.276,77.0,,68.0,247.0,,116.0,27.0,,17.0,60.0,,32.0,14.0,,9.0,1.0,,0.0,5.0,,1.0,91.0,,44.0,27.0,,10.0,2.0,,3.0,5.0,,0.0,12.0,,11.0,2.0,,5.0,39.0,,14.0,8.0,,5.0,0.3684210526315789,,0.3793103448275862,0.2835249042145594,,0.3636363636363637,7.0,,10.0,120,0.3076923076923077,0.07948717948717948,0.0,0.19704433497536947,,0.21782178217821782,0.06896551724137931,,0.0891089108910891,0.0049261083743842365,,0.0
240,이현곤,2008,KIA,0.257,112,393,33,101,19,2,2,130,40,5,5,30,3,51,12,0.33078880407124683,0.3145539906103286,7,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.6453427946815755,0.33799999999999997,0.243,,126.0,77.0,,453.0,247.0,,63.0,27.0,,153.0,60.0,,31.0,14.0,,0.0,1.0,,2.0,5.0,,190.0,91.0,,48.0,27.0,,4.0,2.0,,2.0,5.0,,43.0,12.0,,3.0,2.0,,61.0,39.0,,11.0,8.0,,0.4194260485651214,0.3684210526315789,,0.3987975951903808,0.2835249042145594,,16.0,7.0,,78,0.22941176470588234,0.05588235294117647,0.0058823529411764705,0.3076923076923077,0.19704433497536947,,0.07948717948717948,0.06896551724137931,,0.0,0.0049261083743842365,
240,이현곤,2009,KIA,0.253,120,363,35,92,15,0,2,113,33,11,3,34,10,63,16,0.3112947658402204,0.3341523341523341,11,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.6454470999925546,0.257,0.33799999999999997,0.243,112.0,126.0,77.0,393.0,453.0,247.0,33.0,63.0,27.0,101.0,153.0,60.0,19.0,31.0,14.0,2.0,0.0,1.0,2.0,2.0,5.0,130.0,190.0,91.0,40.0,48.0,27.0,5.0,4.0,2.0,5.0,2.0,5.0,30.0,43.0,12.0,3.0,3.0,2.0,51.0,61.0,39.0,12.0,11.0,8.0,0.33078880407124683,0.4194260485651214,0.3684210526315789,0.3145539906103286,0.3987975951903808,0.2835249042145594,7.0,16.0,7.0,75,0.2516778523489933,0.050335570469798654,0.0,0.22941176470588234,0.3076923076923077,0.19704433497536947,0.05588235294117647,0.07948717948717948,0.06896551724137931,0.0058823529411764705,0.0,0.0049261083743842365
240,이현곤,2010,KIA,0.262,108,260,27,68,13,1,2,89,28,0,2,21,1,38,6,0.3423076923076923,0.3191489361702128,8,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.6614566284779051,0.253,0.257,0.33799999999999997,120.0,112.0,126.0,363.0,393.0,453.0,35.0,33.0,63.0,92.0,101.0,153.0,15.0,19.0,31.0,0.0,2.0,0.0,2.0,2.0,2.0,113.0,130.0,190.0,33.0,40.0,48.0,11.0,5.0,4.0,3.0,5.0,2.0,34.0,30.0,43.0,10.0,3.0,3.0,63.0,51.0,61.0,16.0,12.0,11.0,0.3112947658402204,0.33078880407124683,0.4194260485651214,0.3341523341523341,0.3145539906103286,0.3987975951903808,11.0,7.0,16.0,52,0.23636363636363636,0.05909090909090909,0.004545454545454545,0.2516778523489933,0.22941176470588234,0.3076923076923077,0.050335570469798654,0.05588235294117647,0.07948717948717948,0.0,0.0058823529411764705,0.0
240,이현곤,2011,KIA,0.266,104,222,24,59,10,1,1,74,17,1,1,20,2,38,4,0.3333333333333333,0.3319672131147541,3,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.6653005464480874,0.262,0.253,0.257,108.0,120.0,112.0,260.0,363.0,393.0,27.0,35.0,33.0,68.0,92.0,101.0,13.0,15.0,19.0,1.0,0.0,2.0,2.0,2.0,2.0,89.0,113.0,130.0,28.0,33.0,40.0,0.0,11.0,5.0,2.0,3.0,5.0,21.0,34.0,30.0,1.0,10.0,3.0,38.0,63.0,51.0,6.0,16.0,12.0,0.3423076923076923,0.3112947658402204,0.33078880407124683,0.3191489361702128,0.3341523341523341,0.3145539906103286,8.0,11.0,7.0,47,0.2568306010928962,0.0546448087431694,0.00546448087431694,0.23636363636363636,0.2516778523489933,0.22941176470588234,0.05909090909090909,0.050335570469798654,0.05588235294117647,0.004545454545454545,0.0,0.0058823529411764705
240,이현곤,2012,KIA,0.2,6,5,0,1,0,0,0,1,0,0,0,1,0,1,1,0.2,0.3333333333333333,0,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.5333333333333333,0.266,0.262,0.253,104.0,108.0,120.0,222.0,260.0,363.0,24.0,27.0,35.0,59.0,68.0,92.0,10.0,13.0,15.0,1.0,1.0,0.0,1.0,2.0,2.0,74.0,89.0,113.0,17.0,28.0,33.0,1.0,0.0,11.0,1.0,2.0,3.0,20.0,21.0,34.0,2.0,1.0,10.0,38.0,38.0,63.0,4.0,6.0,16.0,0.3333333333333333,0.3423076923076923,0.3112947658402204,0.3319672131147541,0.3191489361702128,0.3341523341523341,3.0,8.0,11.0,1,0.25,0.0,0.0,0.2568306010928962,0.23636363636363636,0.2516778523489933,0.0546448087431694,0.05909090909090909,0.050335570469798654,0.00546448087431694,0.004545454545454545,0.0
240,이현곤,2013,NC,0.273,91,139,10,38,7,0,0,45,9,2,0,16,3,14,4,0.3237410071942446,0.3607594936708861,5,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.6845005008651306,0.2,0.266,0.262,6.0,104.0,108.0,5.0,222.0,260.0,0.0,24.0,27.0,1.0,59.0,68.0,0.0,10.0,13.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,74.0,89.0,0.0,17.0,28.0,0.0,1.0,0.0,0.0,1.0,2.0,1.0,20.0,21.0,0.0,2.0,1.0,1.0,38.0,38.0,1.0,4.0,6.0,0.2,0.3333333333333333,0.3423076923076923,0.3333333333333333,0.3319672131147541,0.3191489361702128,0.0,3.0,8.0,31,0.248,0.056,0.0,0.25,0.2568306010928962,0.23636363636363636,0.0,0.0546448087431694,0.05909090909090909,0.0,0.00546448087431694,0.004545454545454545
240,이현곤,2014,NC,0.091,7,11,0,1,0,0,0,1,0,0,0,0,0,3,1,0.09090909090909093,0.09090909090909093,0,,1980년 02월 21일,,송정동초-무등중-광주제일고-연세대-KIA-NC,,0.18181818181818185,0.273,0.2,0.266,91.0,6.0,104.0,139.0,5.0,222.0,10.0,0.0,24.0,38.0,1.0,59.0,7.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,45.0,1.0,74.0,9.0,0.0,17.0,2.0,0.0,1.0,0.0,0.0,1.0,16.0,1.0,20.0,3.0,0.0,2.0,14.0,1.0,38.0,4.0,1.0,4.0,0.3237410071942446,0.2,0.3333333333333333,0.3607594936708861,0.3333333333333333,0.3319672131147541,5.0,0.0,3.0,1,0.125,0.0,0.0,0.248,0.25,0.2568306010928962,0.056,0.0,0.0546448087431694,0.0,0.0,0.00546448087431694
241,이현동,2017,삼성,0.188,16,16,1,3,1,0,0,4,0,1,0,0,0,7,1,0.25,0.188,0,183cm/83kg,1993년 03월 27일,외야수(우투우타),광주화정초-충장중-광주제일고-삼성-경찰,17000만원,0.43799999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0.2222222222222222,0.1111111111111111,0.0,,,,,,,,,
242,이형종,2016,LG,0.282,61,124,14,35,4,2,1,46,14,1,0,15,2,20,3,0.371,0.366,0,183cm/80kg,1989년 06월 07일,외야수(우투우타),화곡초-양천중-서울고,43000만원,0.737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,0.27184466019417475,0.038834951456310676,0.019417475728155338,,,,,,,,,
242,이형종,2017,LG,0.265,128,377,57,100,18,0,9,145,44,11,6,40,11,73,7,0.385,0.35100000000000003,2,183cm/80kg,1989년 06월 07일,외야수(우투우타),화곡초-양천중-서울고,43000만원,0.736,0.282,,,61.0,,,124.0,,,14.0,,,35.0,,,4.0,,,2.0,,,1.0,,,46.0,,,14.0,,,1.0,,,0.0,,,15.0,,,2.0,,,20.0,,,3.0,,,0.371,,,0.366,,,0.0,,,73,0.24745762711864408,0.061016949152542375,0.0,0.27184466019417475,,,0.038834951456310676,,,0.019417475728155338,,
242,이형종,2018,LG,0.316,118,437,83,138,27,0,13,204,42,6,4,31,12,82,6,0.467,0.377,1,183cm/80kg,1989년 06월 07일,외야수(우투우타),화곡초-양천중-서울고,43000만원,0.8440000000000001,0.265,0.282,,128.0,61.0,,377.0,124.0,,57.0,14.0,,100.0,35.0,,18.0,4.0,,0.0,2.0,,9.0,1.0,,145.0,46.0,,44.0,14.0,,11.0,1.0,,6.0,0.0,,40.0,15.0,,11.0,2.0,,73.0,20.0,,7.0,3.0,,0.385,0.371,,0.35100000000000003,0.366,,2.0,0.0,,98,0.28654970760233917,0.07894736842105263,0.0,0.24745762711864408,0.27184466019417475,,0.061016949152542375,0.038834951456310676,,0.0,0.019417475728155338,
291,조평호,2006,현대,0.0,9,6,1,0,0,0,0,0,1,0,0,2,0,2,0,0.0,0.222,0,188cm/84kg,1985년 08월 07일,내야수(우투우타),덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,4000만원,0.222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0.0,0.0,0.0,,,,,,,,,
291,조평호,2007,현대,0.0,8,5,2,0,0,0,0,0,0,0,0,1,0,3,1,0.0,0.16699999999999998,0,188cm/84kg,1985년 08월 07일,내야수(우투우타),덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,4000만원,0.16699999999999998,0.0,,,9.0,,,6.0,,,1.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,1.0,,,0.0,,,0.0,,,2.0,,,0.0,,,2.0,,,0.0,,,0.0,,,0.222,,,0.0,,,0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,
291,조평호,2008,우리,0.067,14,15,1,1,0,0,0,1,1,0,0,1,1,4,1,0.067,0.17600000000000002,0,188cm/84kg,1985년 08월 07일,내야수(우투우타),덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,4000만원,0.243,0.0,0.0,,8.0,9.0,,5.0,6.0,,2.0,1.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,0.0,,0.0,0.0,,1.0,2.0,,0.0,0.0,,3.0,2.0,,1.0,0.0,,0.0,0.0,,0.16699999999999998,0.222,,0.0,0.0,,1,0.09090909090909091,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,
291,조평호,2011,넥센,0.0,5,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0.0,0.0,0,188cm/84kg,1985년 08월 07일,내야수(우투우타),덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,4000만원,0.0,,,0.067,,,14.0,,,15.0,,,1.0,,,1.0,,,0.0,,,0.0,,,0.0,,,1.0,,,1.0,,,0.0,,,0.0,,,1.0,,,1.0,,,4.0,,,1.0,,,0.067,,,0.17600000000000002,,,0.0,0,0.0,0.0,0.0,,,0.09090909090909091,,,0.0,,,0.0
291,조평호,2013,NC,0.266,26,79,12,21,6,0,2,33,7,1,0,6,0,24,1,0.418,0.318,6,188cm/84kg,1985년 08월 07일,내야수(우투우타),덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,4000만원,0.736,,0.0,,,5.0,,,5.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,0.0,,,3.0,,,0.0,,,0.0,,,0.0,,,0.0,,13,0.24528301886792453,0.11320754716981132,0.0,,0.0,,,0.0,,,0.0,
291,조평호,2014,NC,0.0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,188cm/84kg,1985년 08월 07일,내야수(우투우타),덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,4000만원,0.0,0.266,,0.0,26.0,,5.0,79.0,,5.0,12.0,,0.0,21.0,,0.0,6.0,,0.0,0.0,,0.0,2.0,,0.0,33.0,,0.0,7.0,,0.0,1.0,,0.0,0.0,,0.0,6.0,,0.0,0.0,,0.0,24.0,,3.0,1.0,,0.0,0.418,,0.0,0.318,,0.0,6.0,,0.0,0,0.0,0.0,0.0,0.24528301886792453,,0.0,0.11320754716981132,,0.0,0.0,,0.0
291,조평호,2015,NC,0.364,22,22,4,8,2,0,1,13,3,0,0,0,0,6,1,0.591,0.364,0,188cm/84kg,1985년 08월 07일,내야수(우투우타),덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,4000만원,0.955,0.0,0.266,,2.0,26.0,,2.0,79.0,,0.0,12.0,,0.0,21.0,,0.0,6.0,,0.0,0.0,,0.0,2.0,,0.0,33.0,,0.0,7.0,,0.0,1.0,,0.0,0.0,,0.0,6.0,,0.0,0.0,,0.0,24.0,,0.0,1.0,,0.0,0.418,,0.0,0.318,,0.0,6.0,,5,0.3333333333333333,0.13333333333333333,0.0,0.0,0.24528301886792453,,0.0,0.11320754716981132,,0.0,0.0,
291,조평호,2016,NC,0.16699999999999998,3,6,1,1,0,0,0,1,0,0,0,1,0,1,1,0.16699999999999998,0.28600000000000003,0,188cm/84kg,1985년 08월 07일,내야수(우투우타),덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,4000만원,0.453,0.364,0.0,0.266,22.0,2.0,26.0,22.0,2.0,79.0,4.0,0.0,12.0,8.0,0.0,21.0,2.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,2.0,13.0,0.0,33.0,3.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,24.0,1.0,0.0,1.0,0.591,0.0,0.418,0.364,0.0,0.318,0.0,0.0,6.0,1,0.2,0.0,0.0,0.3333333333333333,0.0,0.24528301886792453,0.13333333333333333,0.0,0.11320754716981132,0.0,0.0,0.0
291,조평호,2017,NC,0.22699999999999998,29,44,4,10,3,0,1,16,4,0,1,6,1,13,2,0.364,0.33299999999999996,2,188cm/84kg,1985년 08월 07일,내야수(우투우타),덕성초(안산리틀)-안산중앙중-부천고-현대-우리-넥센,4000만원,0.6970000000000001,0.16699999999999998,0.364,0.0,3.0,22.0,2.0,6.0,22.0,2.0,1.0,4.0,0.0,1.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,1.0,0.0,0.16699999999999998,0.591,0.0,0.28600000000000003,0.364,0.0,0.0,0.0,0.0,6,0.2,0.1,0.0,0.2,0.3333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0
244,이홍구,2013,KIA,0.157,51,89,6,14,1,1,2,23,9,0,0,5,1,44,1,0.25842696629213485,0.21052631578947367,3,,1990년 12월 11일,,장안초-건대부중-장충고-단국대-KIA,,0.4689532820816085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0.23255813953488372,0.023255813953488372,0.023255813953488372,,,,,,,,,
244,이홍구,2015,KIA,0.21600000000000005,112,222,25,48,10,1,12,96,39,1,0,12,7,64,3,0.4324324324324325,0.27800829875518673,3,,1990년 12월 11일,,장안초-건대부중-장충고-단국대-KIA,,0.7104407311876192,,0.157,,,51.0,,,89.0,,,6.0,,,14.0,,,1.0,,,1.0,,,2.0,,,23.0,,,9.0,,,0.0,,,0.0,,,5.0,,,1.0,,,44.0,,,1.0,,,0.25842696629213485,,,0.21052631578947367,,,3.0,,25,0.17123287671232876,0.0684931506849315,0.00684931506849315,,0.23255813953488372,,,0.023255813953488372,,,0.023255813953488372,
244,이홍구,2016,KIA,0.266,106,241,27,64,16,2,9,111,45,0,1,19,4,66,5,0.4605809128630705,0.3295454545454545,5,,1990년 12월 11일,,장안초-건대부중-장충고-단국대-KIA,,0.790126367408525,0.21600000000000005,,0.157,112.0,,51.0,222.0,,89.0,25.0,,6.0,48.0,,14.0,10.0,,1.0,1.0,,1.0,12.0,,2.0,96.0,,23.0,39.0,,9.0,1.0,,0.0,0.0,,0.0,12.0,,5.0,7.0,,1.0,64.0,,44.0,3.0,,1.0,0.4324324324324325,,0.25842696629213485,0.27800829875518673,,0.21052631578947367,3.0,,3.0,37,0.22289156626506024,0.0963855421686747,0.012048192771084338,0.17123287671232876,,0.23255813953488372,0.0684931506849315,,0.023255813953488372,0.00684931506849315,,0.023255813953488372
244,이홍구,2017,SK,0.188,53,101,14,19,3,0,10,52,18,0,0,5,2,43,2,0.5148514851485149,0.2407407407407408,2,,1990년 12월 11일,,장안초-건대부중-장충고-단국대-KIA,,0.7555922258892556,0.266,0.21600000000000005,,106.0,112.0,,241.0,222.0,,27.0,25.0,,64.0,48.0,,16.0,10.0,,2.0,1.0,,9.0,12.0,,111.0,96.0,,45.0,39.0,,0.0,1.0,,1.0,0.0,,19.0,12.0,,4.0,7.0,,66.0,64.0,,5.0,3.0,,0.4605809128630705,0.4324324324324325,,0.3295454545454545,0.27800829875518673,,5.0,3.0,,6,0.125,0.0625,0.0,0.22289156626506024,0.17123287671232876,,0.0963855421686747,0.0684931506849315,,0.012048192771084338,0.00684931506849315,
245,이흥련,2014,삼성,0.22699999999999998,88,132,21,30,4,1,1,39,17,1,0,14,5,24,0,0.295,0.325,4,183cm/90kg,1989년 05월 16일,포수(우투우타),상탑초-매송중-야탑고-홍익대-삼성-두산-경찰,7000만원,0.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,0.22429906542056074,0.037383177570093455,0.009345794392523364,,,,,,,,,
245,이흥련,2015,삼성,0.23800000000000002,71,105,16,25,7,0,1,35,17,2,1,1,1,22,1,0.33299999999999996,0.252,1,183cm/90kg,1989년 05월 16일,포수(우투우타),상탑초-매송중-야탑고-홍익대-삼성-두산-경찰,7000만원,0.585,0.22699999999999998,,,88.0,,,132.0,,,21.0,,,30.0,,,4.0,,,1.0,,,1.0,,,39.0,,,17.0,,,1.0,,,0.0,,,14.0,,,5.0,,,24.0,,,0.0,,,0.295,,,0.325,,,4.0,,,17,0.2073170731707317,0.08536585365853659,0.0,0.22429906542056074,,,0.037383177570093455,,,0.009345794392523364,,
245,이흥련,2016,삼성,0.26,85,150,20,39,11,0,6,68,25,0,0,8,5,41,4,0.45299999999999996,0.315,5,183cm/90kg,1989년 05월 16일,포수(우투우타),상탑초-매송중-야탑고-홍익대-삼성-두산-경찰,7000만원,0.768,0.23800000000000002,0.22699999999999998,,71.0,88.0,,105.0,132.0,,16.0,21.0,,25.0,30.0,,7.0,4.0,,0.0,1.0,,1.0,1.0,,35.0,39.0,,17.0,17.0,,2.0,1.0,,1.0,0.0,,1.0,14.0,,1.0,5.0,,22.0,24.0,,1.0,0.0,,0.33299999999999996,0.295,,0.252,0.325,,1.0,4.0,,22,0.21359223300970873,0.10679611650485436,0.0,0.2073170731707317,0.22429906542056074,,0.08536585365853659,0.037383177570093455,,0.0,0.009345794392523364,
245,이흥련,2018,두산,0.0,7,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,183cm/90kg,1989년 05월 16일,포수(우투우타),상탑초-매송중-야탑고-홍익대-삼성-두산-경찰,7000만원,0.0,,0.26,0.23800000000000002,,85.0,71.0,,150.0,105.0,,20.0,16.0,,39.0,25.0,,11.0,7.0,,0.0,0.0,,6.0,1.0,,68.0,35.0,,25.0,17.0,,0.0,2.0,,0.0,1.0,,8.0,1.0,,5.0,1.0,,41.0,22.0,,4.0,1.0,,0.45299999999999996,0.33299999999999996,,0.315,0.252,,5.0,1.0,0,0.0,0.0,0.0,,0.21359223300970873,0.2073170731707317,,0.10679611650485436,0.08536585365853659,,0.0,0.0
246,이희근,2008,한화,0.21,84,119,6,25,3,0,0,28,9,2,0,9,2,24,1,0.2352941176470588,0.2769230769230769,4,,1985년 06월 07일,,동명초-자양중-중앙고-성균관대-한화-상무-한화-KT,,0.5122171945701357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,0.23157894736842105,0.031578947368421054,0.0,,,,,,,,,
246,이희근,2009,한화,0.158,42,38,5,6,1,0,1,10,4,0,0,4,2,12,1,0.2631578947368421,0.2727272727272727,4,,1985년 06월 07일,,동명초-자양중-중앙고-성균관대-한화-상무-한화-KT,,0.5358851674641147,0.21,,,84.0,,,119.0,,,6.0,,,25.0,,,3.0,,,0.0,,,0.0,,,28.0,,,9.0,,,2.0,,,0.0,,,9.0,,,2.0,,,24.0,,,1.0,,,0.2352941176470588,,,0.2769230769230769,,,4.0,,,4,0.16,0.04,0.0,0.23157894736842105,,,0.031578947368421054,,,0.0,,
246,이희근,2010,한화,0.184,82,136,14,25,1,0,0,26,12,2,2,10,6,33,6,0.19117647058823528,0.2697368421052632,2,,1985년 06월 07일,,동명초-자양중-중앙고-성균관대-한화-상무-한화-KT,,0.4609133126934984,0.158,0.21,,42.0,84.0,,38.0,119.0,,5.0,6.0,,6.0,25.0,,1.0,3.0,,0.0,0.0,,1.0,0.0,,10.0,28.0,,4.0,9.0,,0.0,2.0,,0.0,0.0,,4.0,9.0,,2.0,2.0,,12.0,24.0,,1.0,1.0,,0.2631578947368421,0.2352941176470588,,0.2727272727272727,0.2769230769230769,,4.0,4.0,,24,0.23300970873786409,0.009708737864077669,0.0,0.16,0.23157894736842105,,0.04,0.031578947368421054,,0.0,0.0,
